"CONTRACT_NO","BORROWER_ID","LOAN_NAME","LOAN_TYPE","PRINCIPAL_AMOUNT","DATE_OF_ISSUE","INTEREST_RATE","INTEREST_TYPE","LOAN_PERIOD","EMI_AMOUNT","MORTAGE_TYPE","MORTAGE_AMOUNT","NO_OF_DAYS_IN_ARREARS","LOAN_STATUS"
"WLMBA006285","STK987579","MOTOR BICYCLE ","LEASING",164800,30-01-17,38.41,"EFFECTIVE_RATE",36,7777,"VEHICLE",235500,890.4,"NPL"
"DKMBA009613","STK2382395","MOTOR BICYCLE ","LEASING",139500,27-01-17,42.2,"EFFECTIVE_RATE",36,6892,"VEHICLE",199300,0,"PERFORMING"
"BMMBA012819","STK2379351","MOTOR BICYCLE ","LEASING",283850,30-01-17,35.72,"EFFECTIVE_RATE",36,12957,"VEHICLE",405500,453.6,"NPL"
"MNMBA008968","STK2387636","MOTOR BICYCLE ","LEASING",162000,31-01-17,46.09,"EFFECTIVE_RATE",24,10453,"VEHICLE",235500,0,"PERFORMING"
"MPMBA009606","STK1941479","MOTOR BICYCLE ","LEASING",138600,25-01-17,33.68,"EFFECTIVE_RATE",48,5292,"VEHICLE",198300,22.8,"PERFORMING"
"MHMBA010042","STK2386273","MOTOR BICYCLE ","LEASING",145530,30-01-17,41.17,"EFFECTIVE_RATE",36,7102,"VEHICLE",207900,-300,"PERFORMING"
"RTMBA013438","STK2379646","MOTOR BICYCLE ","LEASING",112500,25-01-17,48.34,"EFFECTIVE_RATE",36,5974,"VEHICLE",340000,212.7,"NPL"
"BMMBA012776","STK2384613","MOTOR BICYCLE ","LEASING",238000,27-01-17,37.2,"EFFECTIVE_RATE",48,9595,"VEHICLE",340000,33,"PERFORMING"
"TBMBA012174","STK2384981","MOTOR BICYCLE ","LEASING",183000,29-01-17,29.41,"EFFECTIVE_RATE",24,10177,"VEHICLE",261700,-30,"PERFORMING"
"TBMBA012217","STK2386055","MOTOR BICYCLE ","LEASING",132930,30-01-17,41.52,"EFFECTIVE_RATE",24,8244,"VEHICLE",189900,0,"PERFORMING"
"GNMBA016116","STK2387869","MOTOR BICYCLE ","LEASING",122500,31-01-17,38.36,"EFFECTIVE_RATE",36,5777,"VEHICLE",175000,0,"PERFORMING"
"KOMBA002591","STK2389410","MOTOR BICYCLE ","LEASING",171000,31-01-17,44.13,"EFFECTIVE_RATE",24,10849,"VEHICLE",244500,60,"PERFORMING"
"KUMBA022250","STK2382080","MOTOR BICYCLE ","LEASING",120000,26-01-17,34.79,"EFFECTIVE_RATE",30,6043,"VEHICLE",178000,-60,"PERFORMING"
"CGMBA018503","STK2383240","MOTOR BICYCLE ","LEASING",114000,27-01-17,66.24,"EFFECTIVE_RATE",12,13243,"VEHICLE",212500,-90,"PERFORMING"
"MGMBA019432","STK2385413","MOTOR BICYCLE ","LEASING",300510,30-01-17,36.47,"EFFECTIVE_RATE",36,13846,"VEHICLE",429300,30,"PERFORMING"
"WYMBA004779","STK2374010","MOTOR BICYCLE ","LEASING",160500,25-01-17,26,"EFFECTIVE_RATE",12,15333,"VEHICLE",244500,-30,"PERFORMING"
"PGMBA011184","STK2381153","MOTOR BICYCLE ","LEASING",146499,25-01-17,37.11,"EFFECTIVE_RATE",36,6804,"VEHICLE",209999,437.1,"NPL"
"CGMBA018479","STK2045486","MOTOR BICYCLE ","LEASING",164850,26-01-17,25,"EFFECTIVE_RATE",24,8799,"VEHICLE",235500,0,"PERFORMING"
"BDMBA008814","STK2383245","MOTOR BICYCLE ","LEASING",301350,26-01-17,37.29,"EFFECTIVE_RATE",48,12165,"VEHICLE",431850,-500.4,"PERFORMING"
"MOMBA007107","STK2385962","MOTOR BICYCLE ","LEASING",173495,30-01-17,38.06,"EFFECTIVE_RATE",36,8152,"VEHICLE",247850,-180,"PERFORMING"
"MHMBA010176","STK2384207","MOTOR BICYCLE ","LEASING",286930,31-01-17,38.35,"EFFECTIVE_RATE",36,13530,"VEHICLE",409900,-30,"PERFORMING"
"NGMBA015719","STK2381878","MOTOR BICYCLE ","LEASING",158500,26-01-17,28,"EFFECTIVE_RATE",18,10885,"VEHICLE",415000,-60,"PERFORMING"
"MDMBA006193","STK1453796","MOTOR BICYCLE ","LEASING",100000,28-01-17,30.43,"EFFECTIVE_RATE",24,5614,"VEHICLE",180000,0,"PERFORMING"
"NTMBA008401","STK2387073","MOTOR BICYCLE ","LEASING",120350,31-01-17,41.09,"EFFECTIVE_RATE",24,7435,"VEHICLE",180000,330,"NPL"
"NAMBA008159","STK2381244","MOTOR BICYCLE ","LEASING",99000,26-01-17,28,"EFFECTIVE_RATE",24,5434,"VEHICLE",235500,-30,"PERFORMING"
"MHMBA009927","STK861241","MOTOR BICYCLE ","LEASING",164850,26-01-17,36.33,"EFFECTIVE_RATE",48,6558,"VEHICLE",235500,-870,"PERFORMING"
"VWMBA009293","STK2383353","MOTOR BICYCLE ","LEASING",91974,28-01-17,30.28,"EFFECTIVE_RATE",12,8979,"VEHICLE",213800,0,"PERFORMING"
"ARMBA014093","STK2384176","MOTOR BICYCLE ","LEASING",150150,31-01-17,40.54,"EFFECTIVE_RATE",36,7272,"VEHICLE",214500,274.8,"NPL"
"BTMBA015603","STK2151425","MOTOR BICYCLE ","LEASING",164500,25-01-17,40.49,"EFFECTIVE_RATE",36,7962,"VEHICLE",235500,348.9,"NPL"
"JEMBA009996","STK2384371","MOTOR BICYCLE ","LEASING",164850,27-01-17,50.7,"EFFECTIVE_RATE",12,17796,"VEHICLE",235500,-30,"PERFORMING"
"KTMBA009293","STK2386866","MOTOR BICYCLE ","LEASING",146999,30-01-17,36.32,"EFFECTIVE_RATE",48,5847,"VEHICLE",209999,829.5,"NPL"
"EMMBA016143","STK2380920","MOTOR BICYCLE ","LEASING",139510,26-01-17,37.22,"EFFECTIVE_RATE",36,6488,"VEHICLE",199300,-210,"PERFORMING"
"MGMBA019326","STK2375396","MOTOR BICYCLE ","LEASING",138509,27-01-17,25,"EFFECTIVE_RATE",24,7393,"VEHICLE",340000,0,"PERFORMING"
"NCMBA005592","STK2382892","MOTOR BICYCLE ","LEASING",300500,26-01-17,36.96,"EFFECTIVE_RATE",36,13929,"VEHICLE",429300,-211.8,"PERFORMING"
"VWMBA009316","STK2382104","MOTOR BICYCLE ","LEASING",150000,28-01-17,43.37,"EFFECTIVE_RATE",30,8273,"VEHICLE",215500,-120,"PERFORMING"
"JFMBA009224","STK2025126","MOTOR BICYCLE ","LEASING",240000,31-01-17,29.41,"EFFECTIVE_RATE",24,13347,"VEHICLE",345000,-120,"PERFORMING"
"BLMBA009569","STK2387737","MOTOR BICYCLE ","LEASING",180000,31-01-17,39.82,"EFFECTIVE_RATE",24,10997,"VEHICLE",270000,120,"PERFORMING"
"ARMBA013997","STK2224926","MOTOR BICYCLE ","LEASING",150850,31-01-17,40.1,"EFFECTIVE_RATE",36,7267,"VEHICLE",215500,0,"PERFORMING"
"ARMBA014127","STK2161589","MOTOR BICYCLE ","LEASING",290500,31-01-17,38.6,"EFFECTIVE_RATE",36,13740,"VEHICLE",415000,-60,"PERFORMING"
"AMMBA007336","STK2381986","MOTOR BICYCLE ","LEASING",122500,26-01-17,46.97,"EFFECTIVE_RATE",24,7964,"VEHICLE",175000,-150,"PERFORMING"
"ANMBA009101","STK2384004","MOTOR BICYCLE ","LEASING",259000,27-01-17,31.01,"EFFECTIVE_RATE",24,14617,"VEHICLE",370000,30,"PERFORMING"
"NGMBA015852","STK2385281","MOTOR BICYCLE ","LEASING",148350,28-01-17,38.46,"EFFECTIVE_RATE",36,7005,"VEHICLE",247850,-60,"PERFORMING"
"CWMBA010477","STK2384922","MOTOR BICYCLE ","LEASING",138300,30-01-17,40.95,"EFFECTIVE_RATE",36,6731,"VEHICLE",198300,266.7,"NPL"
"PDMBA005851","STK2384325","MOTOR BICYCLE ","LEASING",156000,30-01-17,42.03,"EFFECTIVE_RATE",36,7692,"VEHICLE",229500,-60,"PERFORMING"
"KBMBA013544","STK644899","MOTOR BICYCLE ","LEASING",184450,27-01-17,38.03,"EFFECTIVE_RATE",48,7530,"VEHICLE",263500,399.6,"NPL"
"CGMBA018585","STK2383838","MOTOR BICYCLE ","LEASING",470000,30-01-17,30.08,"EFFECTIVE_RATE",36,19973,"VEHICLE",675000,-30,"PERFORMING"
"KKMBA006742","STK2388026","MOTOR BICYCLE ","LEASING",110600,31-01-17,42.62,"EFFECTIVE_RATE",36,5492,"VEHICLE",158000,-60,"PERFORMING"
"TBMBA012253","STK2385475","MOTOR BICYCLE ","LEASING",159000,31-01-17,38.73,"EFFECTIVE_RATE",24,9621,"VEHICLE",227500,0,"PERFORMING"
"RTMBA013492","STK2381160","MOTOR BICYCLE ","LEASING",139510,26-01-17,44.52,"EFFECTIVE_RATE",36,7085,"VEHICLE",199300,-30,"PERFORMING"
"JEMBA010006","STK2380163","MOTOR BICYCLE ","LEASING",286400,27-01-17,34.66,"EFFECTIVE_RATE",42,11859,"VEHICLE",409900,21.9,"PERFORMING"
"TDMBA004786","STK2387259","MOTOR BICYCLE ","LEASING",107000,31-01-17,58.34,"EFFECTIVE_RATE",12,11979,"VEHICLE",215500,-30,"PERFORMING"
"BMMBA012624","STK2381963","MOTOR BICYCLE ","LEASING",132930,25-01-17,41.43,"EFFECTIVE_RATE",36,6507,"VEHICLE",189900,187.5,"NPL"
"BMMBA012730","STK2384196","MOTOR BICYCLE ","LEASING",164850,27-01-17,37.34,"EFFECTIVE_RATE",36,7678,"VEHICLE",235500,0,"PERFORMING"
"KNMBA013438","STK2384333","MOTOR BICYCLE ","LEASING",277752,31-01-17,27,"EFFECTIVE_RATE",30,12832,"VEHICLE",439900,0,"PERFORMING"
"WTMBA013775","STK2380143","MOTOR BICYCLE ","LEASING",173495,25-01-17,35.95,"EFFECTIVE_RATE",36,7942,"VEHICLE",247850,0,"PERFORMING"
"KDMBA023736","STK2374104","MOTOR BICYCLE ","LEASING",164850,26-01-17,36.4,"EFFECTIVE_RATE",36,7589,"VEHICLE",235500,0,"PERFORMING"
"POMBA010653","STK2383100","MOTOR BICYCLE ","LEASING",112000,27-01-17,42.27,"EFFECTIVE_RATE",24,6992,"VEHICLE",160000,0,"PERFORMING"
"NAMBA008203","STK2383291","MOTOR BICYCLE ","LEASING",118999,27-01-17,41.9,"EFFECTIVE_RATE",36,5858,"VEHICLE",169999,319.5,"NPL"
"EMMBA016329","STK2281687","MOTOR BICYCLE ","LEASING",95400,31-01-17,41.02,"EFFECTIVE_RATE",24,5890,"VEHICLE",140900,120,"PERFORMING"
"MNMBA008913","STK2381566","MOTOR BICYCLE ","LEASING",159700,31-01-17,41.78,"EFFECTIVE_RATE",24,9926,"VEHICLE",243700,0,"PERFORMING"
"MPMBA009613","STK2380301","MOTOR BICYCLE ","LEASING",279900,25-01-17,34.67,"EFFECTIVE_RATE",48,10853,"VEHICLE",399900,-318.3,"PERFORMING"
"DKMBA009576","STK2382729","MOTOR BICYCLE ","LEASING",119000,26-01-17,33.9,"EFFECTIVE_RATE",36,5310,"VEHICLE",170000,-150,"PERFORMING"
"BKMBA005639","STK2376158","MOTOR BICYCLE ","LEASING",174950,31-01-17,42.78,"EFFECTIVE_RATE",36,8704,"VEHICLE",249950,231.9,"NPL"
"BMMBA012721","STK2384258","MOTOR BICYCLE ","LEASING",164850,27-01-17,56.24,"EFFECTIVE_RATE",12,18273,"VEHICLE",235500,-30,"PERFORMING"
"GWMBA010176","STK1531881","MOTOR BICYCLE ","LEASING",98630,30-01-17,40.26,"EFFECTIVE_RATE",36,4761,"VEHICLE",140900,330,"NPL"
"THMBA006766","STK2386324","MOTOR BICYCLE ","LEASING",255493,31-01-17,38.15,"EFFECTIVE_RATE",36,12018,"VEHICLE",364990,209.4,"NPL"
"MHMBA010185","STK2387180","MOTOR BICYCLE ","LEASING",98630,31-01-17,44.8,"EFFECTIVE_RATE",24,6294,"VEHICLE",140900,180,"NPL"
"KRMBA010389","STK2388385","MOTOR BICYCLE ","LEASING",164710,31-01-17,45.27,"EFFECTIVE_RATE",24,10553,"VEHICLE",235300,210,"NPL"
"NAMBA008180","STK2381247","MOTOR BICYCLE ","LEASING",164550,26-01-17,40.22,"EFFECTIVE_RATE",36,7938,"VEHICLE",235500,-60,"PERFORMING"
"RTMBA013696","STK1594700","MOTOR BICYCLE ","LEASING",267750,31-01-17,55.08,"EFFECTIVE_RATE",12,29515,"VEHICLE",382500,-288.6,"PERFORMING"
"KDMBA024106","STK2383442","MOTOR BICYCLE ","LEASING",158500,30-01-17,26,"EFFECTIVE_RATE",24,8540,"VEHICLE",230000,-240,"PERFORMING"
"NAMBA008142","STK2381256","MOTOR BICYCLE ","LEASING",145000,26-01-17,28,"EFFECTIVE_RATE",24,7959,"VEHICLE",235500,0,"PERFORMING"
"BTMBA015597","STK2382277","MOTOR BICYCLE ","LEASING",164500,25-01-17,45.37,"EFFECTIVE_RATE",24,10549,"VEHICLE",235500,-150,"PERFORMING"
"MGMBA019292","STK870229","MOTOR BICYCLE ","LEASING",132930,26-01-17,46.55,"EFFECTIVE_RATE",24,8611,"VEHICLE",189900,30,"PERFORMING"
"JFMBA008975","STK1437794","MOTOR BICYCLE ","LEASING",146499,27-01-17,45.56,"EFFECTIVE_RATE",24,9410,"VEHICLE",209999,-30,"PERFORMING"
"AWMBA007220","STK2039785","MOTOR BICYCLE ","LEASING",199500,27-01-17,37.8,"EFFECTIVE_RATE",24,11972,"VEHICLE",285000,556.5,"NPL"
"ARMBA013942","STK2383777","MOTOR BICYCLE ","LEASING",128401,30-01-17,28,"EFFECTIVE_RATE",12,12392,"VEHICLE",244500,-335.4,"PERFORMING"
"MGMBA019557","STK2387000","MOTOR BICYCLE ","LEASING",167230,30-01-17,41.78,"EFFECTIVE_RATE",24,10394,"VEHICLE",238900,-30,"PERFORMING"
"GNMBA015977","STK2383102","MOTOR BICYCLE ","LEASING",159599,30-01-17,39.86,"EFFECTIVE_RATE",24,9754,"VEHICLE",227999,-285.6,"PERFORMING"
"CGMBA018789","STK2388534","MOTOR BICYCLE ","LEASING",307900,31-01-17,33.83,"EFFECTIVE_RATE",36,13726,"VEHICLE",439900,-778.2,"PERFORMING"
"NPMBA005158","STK2389429","MOTOR BICYCLE ","LEASING",148750,31-01-17,41.22,"EFFECTIVE_RATE",36,7263,"VEHICLE",212500,-171,"PERFORMING"
"WRMBA004700","STK2389292","MOTOR BICYCLE ","LEASING",206490,31-01-17,40.41,"EFFECTIVE_RATE",36,9984,"VEHICLE",364990,-240,"PERFORMING"
"TBMBA012086","STK2381363","MOTOR BICYCLE ","LEASING",167230,26-01-17,45.82,"EFFECTIVE_RATE",24,10766,"VEHICLE",238900,498,"NPL"
"WPMBA007183","STK2381727","MOTOR BICYCLE ","LEASING",216490,25-01-17,40.6,"EFFECTIVE_RATE",36,10492,"VEHICLE",364990,-30,"PERFORMING"
"DKMBA009569","STK2382752","MOTOR BICYCLE ","LEASING",140000,26-01-17,35.36,"EFFECTIVE_RATE",24,8220,"VEHICLE",200000,360,"NPL"
"PLMBA015694","STK2387120","MOTOR BICYCLE ","LEASING",164850,31-01-17,36.46,"EFFECTIVE_RATE",36,7595,"VEHICLE",235500,0,"PERFORMING"
"ARMBA014172","STK2387097","MOTOR BICYCLE ","LEASING",148900,31-01-17,28,"EFFECTIVE_RATE",36,6160,"VEHICLE",219900,154.2,"PERFORMING"
"WYMBA004953","STK2387106","MOTOR BICYCLE ","LEASING",138810,31-01-17,27.09,"EFFECTIVE_RATE",36,5674,"VEHICLE",198300,0,"PERFORMING"
"KBMBA013410","STK2380723","MOTOR BICYCLE ","LEASING",143499,25-01-17,61.43,"EFFECTIVE_RATE",12,16300,"VEHICLE",204999,90,"PERFORMING"
"BLMBA009323","STK2381770","MOTOR BICYCLE ","LEASING",117600,26-01-17,49.84,"EFFECTIVE_RATE",24,7835,"VEHICLE",168000,0,"PERFORMING"
"AGMBA005592","STK2380829","MOTOR BICYCLE ","LEASING",173495,30-01-17,38.87,"EFFECTIVE_RATE",36,8233,"VEHICLE",247850,203.7,"NPL"
"GWMBA010097","STK2384282","MOTOR BICYCLE ","LEASING",122500,28-01-17,38.36,"EFFECTIVE_RATE",36,5777,"VEHICLE",175000,-30,"PERFORMING"
"NAMBA008227","STK1726536","MOTOR BICYCLE ","LEASING",127250,30-01-17,28,"EFFECTIVE_RATE",12,12281,"VEHICLE",247850,0,"PERFORMING"
"ARMBA014118","STK2386910","MOTOR BICYCLE ","LEASING",152305,31-01-17,28,"EFFECTIVE_RATE",24,8360,"VEHICLE",399900,0,"PERFORMING"
"MUMBA010088","STK2389739","MOTOR BICYCLE ","LEASING",117600,31-01-17,47.67,"EFFECTIVE_RATE",24,7692,"VEHICLE",168000,677.1,"NPL"
"ANMBA009415","STK2386377","MOTOR BICYCLE ","LEASING",171150,31-01-17,40.48,"EFFECTIVE_RATE",36,8283,"VEHICLE",244500,404.7,"NPL"
"BLMBA009439","STK2383398","MOTOR BICYCLE ","LEASING",90000,30-01-17,46.21,"EFFECTIVE_RATE",24,5814,"VEHICLE",158000,-30,"PERFORMING"
"AGMBA005561","STK2384920","MOTOR BICYCLE ","LEASING",156600,30-01-17,28,"EFFECTIVE_RATE",36,6478,"VEHICLE",247850,-679.8,"PERFORMING"
"NGMBA016028","STK415675","MOTOR BICYCLE ","LEASING",164000,31-01-17,40.66,"EFFECTIVE_RATE",36,7954,"VEHICLE",235500,152.7,"PERFORMING"
"KRMBA010334","STK776042","MOTOR BICYCLE ","LEASING",62000,31-01-17,65.21,"EFFECTIVE_RATE",6,12386,"VEHICLE",241350,-30,"PERFORMING"
"BLMBA009644","STK2389941","MOTOR BICYCLE ","LEASING",315000,31-01-17,34.4,"EFFECTIVE_RATE",48,12162,"VEHICLE",450000,-413.1,"PERFORMING"
"TRMBA010802","STK2382400","MOTOR BICYCLE ","LEASING",99400,27-01-17,45.8,"EFFECTIVE_RATE",24,6398,"VEHICLE",238900,0,"PERFORMING"
"GPMBA016329","STK2382366","MOTOR BICYCLE ","LEASING",160000,30-01-17,47.68,"EFFECTIVE_RATE",12,17022,"VEHICLE",230000,-30,"PERFORMING"
"NKMBA012323","STK2384949","MOTOR BICYCLE ","LEASING",164850,28-01-17,41.29,"EFFECTIVE_RATE",24,10202,"VEHICLE",235500,-210,"PERFORMING"
"KBMBA013429","STK2381401","MOTOR BICYCLE ","LEASING",164500,26-01-17,37.07,"EFFECTIVE_RATE",36,7636,"VEHICLE",235500,239.1,"NPL"
"KRMBA010316","STK2381934","MOTOR BICYCLE ","LEASING",173495,30-01-17,40.24,"EFFECTIVE_RATE",36,8372,"VEHICLE",247850,-90,"PERFORMING"
"THMBA006537","STK2382324","MOTOR BICYCLE ","LEASING",171000,26-01-17,39.6,"EFFECTIVE_RATE",36,8187,"VEHICLE",244500,-240,"PERFORMING"
"NGMBA015904","STK2385969","MOTOR BICYCLE ","LEASING",164500,30-01-17,40.66,"EFFECTIVE_RATE",36,7978,"VEHICLE",235000,-60,"PERFORMING"
"NCMBA005646","STK2387644","MOTOR BICYCLE ","LEASING",167230,31-01-17,44.25,"EFFECTIVE_RATE",24,10620,"VEHICLE",238900,-509.7,"PERFORMING"
"NAMBA008272","STK1611340","MOTOR BICYCLE ","LEASING",164500,31-01-17,37.4,"EFFECTIVE_RATE",36,7667,"VEHICLE",235500,389.7,"NPL"
"CWMBA010495","STK2384653","MOTOR BICYCLE ","LEASING",164500,30-01-17,40.53,"EFFECTIVE_RATE",36,7966,"VEHICLE",235500,60,"PERFORMING"
"TDMBA004779","STK2385300","MOTOR BICYCLE ","LEASING",249500,30-01-17,35.77,"EFFECTIVE_RATE",36,11396,"VEHICLE",415000,171,"PERFORMING"
"NTMBA008456","STK2386898","MOTOR BICYCLE ","LEASING",164850,31-01-17,28,"EFFECTIVE_RATE",24,9049,"VEHICLE",235500,0,"PERFORMING"
"KRMBA010495","STK2388691","MOTOR BICYCLE ","LEASING",113000,31-01-17,52.04,"EFFECTIVE_RATE",24,7669,"VEHICLE",235500,-300,"PERFORMING"
"GNMBA016143","STK977038","MOTOR BICYCLE ","LEASING",100100,31-01-17,45.15,"EFFECTIVE_RATE",24,6407,"VEHICLE",143000,169.8,"PERFORMING"
"MGMBA019609","STK2387412","MOTOR BICYCLE ","LEASING",307930,31-01-17,35.35,"EFFECTIVE_RATE",36,13991,"VEHICLE",439900,60,"PERFORMING"
"RTMBA013447","STK1668942","MOTOR BICYCLE ","LEASING",167230,25-01-17,40.73,"EFFECTIVE_RATE",36,8117,"VEHICLE",238900,232.8,"NPL"
"KBMBA013465","STK2381477","MOTOR BICYCLE ","LEASING",171000,26-01-17,45.79,"EFFECTIVE_RATE",24,11005,"VEHICLE",244500,0,"PERFORMING"
"AVMBA011096","STK2384529","MOTOR BICYCLE ","LEASING",157465,30-01-17,39.64,"EFFECTIVE_RATE",36,7543,"VEHICLE",224950,156,"PERFORMING"
"NGMBA015977","STK2380534","MOTOR BICYCLE ","LEASING",205500,31-01-17,42.17,"EFFECTIVE_RATE",24,12817,"VEHICLE",415000,60,"PERFORMING"
"RTMBA013757","STK2386781","MOTOR BICYCLE ","LEASING",267750,31-01-17,38.75,"EFFECTIVE_RATE",36,12687,"VEHICLE",382500,151.2,"PERFORMING"
"MGMBA019636","STK2387187","MOTOR BICYCLE ","LEASING",85400,31-01-17,63.06,"EFFECTIVE_RATE",12,9775,"VEHICLE",238900,0,"PERFORMING"
"MNMBA008951","STK909584","MOTOR BICYCLE ","LEASING",158850,31-01-17,41.95,"EFFECTIVE_RATE",24,9888,"VEHICLE",247850,0,"PERFORMING"
"PTMBA007480","STK2382371","MOTOR BICYCLE ","LEASING",163900,27-01-17,33.32,"EFFECTIVE_RATE",36,7260,"VEHICLE",235500,-199.2,"PERFORMING"
"MGMBA019502","STK1324411","MOTOR BICYCLE ","LEASING",164850,30-01-17,38.09,"EFFECTIVE_RATE",36,7749,"VEHICLE",235500,0,"PERFORMING"
"KOMBA002577","STK2386727","MOTOR BICYCLE ","LEASING",135000,30-01-17,37.9,"EFFECTIVE_RATE",24,8108,"VEHICLE",200000,159.3,"PERFORMING"
"PLMBA015667","STK2387021","MOTOR BICYCLE ","LEASING",164850,31-01-17,36.46,"EFFECTIVE_RATE",36,7595,"VEHICLE",235500,-60,"PERFORMING"
"ARMBA014039","STK2387364","MOTOR BICYCLE ","LEASING",173450,31-01-17,39.8,"EFFECTIVE_RATE",36,8325,"VEHICLE",247850,214.5,"NPL"
"BLMBA009590","STK2389629","MOTOR BICYCLE ","LEASING",139510,31-01-17,39.93,"EFFECTIVE_RATE",36,6707,"VEHICLE",199300,192.6,"NPL"
"GWMBA010042","STK2370603","MOTOR BICYCLE ","LEASING",171150,26-01-17,28,"EFFECTIVE_RATE",18,11754,"VEHICLE",244500,-87.9,"PERFORMING"
"BTMBA015700","STK2383367","MOTOR BICYCLE ","LEASING",146999,27-01-17,40.99,"EFFECTIVE_RATE",36,7158,"VEHICLE",209999,270,"NPL"
"BBMBA005004","STK2382316","MOTOR BICYCLE ","LEASING",159200,30-01-17,47.34,"EFFECTIVE_RATE",24,10383,"VEHICLE",227500,0,"PERFORMING"
"MGMBA019362","STK258529","MOTOR BICYCLE ","LEASING",167230,27-01-17,34.47,"EFFECTIVE_RATE",48,6464,"VEHICLE",238900,329.4,"NPL"
"BMMBA012749","STK2384137","MOTOR BICYCLE ","LEASING",164850,27-01-17,34.86,"EFFECTIVE_RATE",48,6411,"VEHICLE",235500,54.9,"PERFORMING"
"NGMBA016000","STK2387060","MOTOR BICYCLE ","LEASING",173495,31-01-17,40.38,"EFFECTIVE_RATE",36,8386,"VEHICLE",247850,900.9,"NPL"
"BKMBA005554","STK2382002","MOTOR BICYCLE ","LEASING",164850,26-01-17,39.67,"EFFECTIVE_RATE",36,7900,"VEHICLE",235500,-533.4,"PERFORMING"
"BMMBA012697","STK2382695","MOTOR BICYCLE ","LEASING",164850,26-01-17,37.34,"EFFECTIVE_RATE",36,7678,"VEHICLE",235500,0,"PERFORMING"
"MGMBA019371","STK1882650","MOTOR BICYCLE ","LEASING",167230,27-01-17,36.85,"EFFECTIVE_RATE",36,7741,"VEHICLE",238900,147.3,"PERFORMING"
"CGMBA018567","STK2017064","MOTOR BICYCLE ","LEASING",590000,30-01-17,29.14,"EFFECTIVE_RATE",36,24770,"VEHICLE",850000,-675,"PERFORMING"
"NGMBA015913","STK2386069","MOTOR BICYCLE ","LEASING",114000,30-01-17,28,"EFFECTIVE_RATE",24,6258,"VEHICLE",235500,0,"PERFORMING"
"PLMBA015791","STK2304491","MOTOR BICYCLE ","LEASING",470000,31-01-17,33.26,"EFFECTIVE_RATE",36,20801,"VEHICLE",680000,-7.2,"PERFORMING"
"KUMBA022436","STK2383276","MOTOR BICYCLE ","LEASING",164850,30-01-17,35.97,"EFFECTIVE_RATE",36,7548,"VEHICLE",235500,-30,"PERFORMING"
"BMMBA012800","STK2386422","MOTOR BICYCLE ","LEASING",148700,30-01-17,49.69,"EFFECTIVE_RATE",12,15975,"VEHICLE",235500,-297.6,"PERFORMING"
"MGMBA019627","STK2387282","MOTOR BICYCLE ","LEASING",167230,31-01-17,36.98,"EFFECTIVE_RATE",36,7754,"VEHICLE",238900,-90,"PERFORMING"
"NCMBA005660","STK2325332","MOTOR BICYCLE ","LEASING",133000,31-01-17,31.77,"EFFECTIVE_RATE",36,5776,"VEHICLE",190000,-30,"PERFORMING"
"MVMBA005264","STK2390123","MOTOR BICYCLE ","LEASING",307930,31-01-17,36.92,"EFFECTIVE_RATE",48,12361,"VEHICLE",439900,417.3,"NPL"
"KLMBA010097","STK2384833","MOTOR BICYCLE ","LEASING",135500,30-01-17,47.26,"EFFECTIVE_RATE",18,10651,"VEHICLE",235500,-120,"PERFORMING"
"NGMBA015940","STK2385786","MOTOR BICYCLE ","LEASING",137000,30-01-17,48.13,"EFFECTIVE_RATE",24,8996,"VEHICLE",235500,90,"PERFORMING"
"MPMBA009897","STK2386032","MOTOR BICYCLE ","LEASING",164800,30-01-17,43.34,"EFFECTIVE_RATE",24,10384,"VEHICLE",235500,-60,"PERFORMING"
"WPMBA007411","STK2389423","MOTOR BICYCLE ","LEASING",227570,31-01-17,43.91,"EFFECTIVE_RATE",24,14410,"VEHICLE",325100,60,"PERFORMING"
"ANMBA009408","STK984681","MOTOR BICYCLE ","LEASING",120000,31-01-17,42.87,"EFFECTIVE_RATE",24,7530,"VEHICLE",235000,-240,"PERFORMING"
"NGMBA015843","STK1352629","MOTOR BICYCLE ","LEASING",173495,28-01-17,40.38,"EFFECTIVE_RATE",36,8386,"VEHICLE",247850,244.2,"NPL"
"MPMBA009842","STK2384997","MOTOR BICYCLE ","LEASING",226600,30-01-17,40.58,"EFFECTIVE_RATE",24,13937,"VEHICLE",325100,-90,"PERFORMING"
"HRMBA007916","STK2387530","MOTOR BICYCLE ","LEASING",146000,31-01-17,44.41,"EFFECTIVE_RATE",24,9285,"VEHICLE",244500,180,"NPL"
"MGMBA019645","STK2388693","MOTOR BICYCLE ","LEASING",139510,31-01-17,42.73,"EFFECTIVE_RATE",24,8744,"VEHICLE",199300,-60,"PERFORMING"
"WRMBA004588","STK2382446","MOTOR BICYCLE ","LEASING",108800,26-01-17,44.27,"EFFECTIVE_RATE",24,6911,"VEHICLE",244500,-30,"PERFORMING"
"EMMBA016301","STK2384162","MOTOR BICYCLE ","LEASING",122300,30-01-17,37.31,"EFFECTIVE_RATE",36,5694,"VEHICLE",175000,0,"PERFORMING"
"MGMBA019399","STK2384215","MOTOR BICYCLE ","LEASING",121400,28-01-17,45.79,"EFFECTIVE_RATE",24,7813,"VEHICLE",189900,180,"NPL"
