,team_won,team_lost,winning_score,losing_score,winning_rank,losing_rank
9693,Aster,D7G,2,0,,
9694,SKADE,SJ,2,1,28.0,
9695,Akatsuki,Unique,2,1,,
9696,SKADE,SG.pro,2,1,28.0,
9697,Phoenix,Ambush,2,1,,
9698,SG.pro,PACT,2,0,,
9699,Rocketlauncher$,EXTREMUM,2,0,,25.0
9700,MiTH.Maple,PACT,2,1,,
9701,SKADE,Project X,2,0,28.0,
9702,maslomaslo,Cerberus,2,1,,
9703,PACT,Ambush,2,1,,
9704,Phoenix,SKADE,2,0,,28.0
9705,PACT,Unique,2,0,,
9706,Ambush,SJ,2,0,,
9707,PACT,DreamEaters,2,0,,
9708,SKADE,Ambush,2,1,28.0,
9709,Invictus,NAVI Junior,2,0,,
9710,Rocketlauncher$,Brute,2,1,,
9711,FATE,EXTREMUM,2,1,,25.0
9712,NAVI Junior,DreamEaters,2,0,,
9713,Juggernauts,Invictus,2,1,,
9714,Project X,EXTREMUM,2,0,,25.0
9715,FATE,Brute,2,0,,
9716,EXTREMUM,Rocketlauncher$,2,1,25.0,
9717,EXTREMUM,Espada,2,0,25.0,
9718,Juggernauts,DreamEaters,2,0,,
9719,SG.pro,Project X,2,0,,
9720,SKADE,DreamEaters,2,0,28.0,
9721,Ambush,PACT,2,1,,
9722,Invictus,NAVI Junior,2,1,,
9723,Project X,Espada,2,1,,
9724,Nemiga,MiTH.Maple,2,1,,
9725,Alma,Falkol,2,0,,
9726,SG.pro,EXTREMUM,2,0,,25.0
9727,Alma,FURIA Academy,2,0,,
9728,Movistar Riders,BIG,2,0,,9.0
9729,Vitality,mousesports,2,1,10.0,8.0
9730,G2,Spirit,2,0,3.0,15.0
9731,AGO,Winstrike,2,0,,
9732,Nemiga,Unique,2,1,,
9733,Titanz,iSellPower,16,4,,
9734,mousesports,Evil Geniuses,2,0,8.0,20.0
9735,Zorka,eNgine,2,0,,
9736,MiTH.Maple,PACT,2,1,,
9737,AGO,HAVU,2,0,,
9738,Vitality,Heroic,2,0,10.0,4.0
9739,Isurus,9z,2,0,,
9740,Rejected,NOORG,2,0,,
9741,Falkol,FURIA Academy,2,1,,
9742,Alma,Santos,2,0,,
9743,9z,Rejected,2,1,,
9744,FATE,SKADE,2,1,,28.0
9745,Spirit,FURIA,2,0,15.0,12.0
9746,Isurus,NOORG,2,0,,
9747,Falkol,Alma,16,9,,
9748,Rejected,ex-Intic,2,1,,
9749,FURIA Academy,Santos,16,10,,
9750,G2,ENCE,2,1,3.0,22.0
9751,NOORG,Evolve,2,1,,
9752,Unicorns of Love,ALTERNATE aTTaX,2,0,,
9753,Movistar Riders,KPI,2,0,,
9754,FATE,RADNICKI,2,0,,
9755,Evil Geniuses,Natus Vincere,2,0,20.0,2.0
9756,AGO,Nordavind,2,0,,
9757,Unicorns of Love,ad hoc,2,0,,
9758,Winstrike,HAVU,2,1,,
9759,BIG,KPI,2,1,9.0,
9760,Heroic,forZe,2,0,4.0,17.0
9761,SKADE,Nexus,2,0,28.0,
9762,ad hoc,BIG Academy,2,0,,
9763,paiN,RED Canids,2,0,,
9764,AGO,SKADE,2,1,,28.0
9765,Spirit,Hard Legion,2,0,15.0,
9766,ENCE,Movistar Riders,2,0,22.0,
9767,Phoenix,LDLC,2,0,,
9768,Spirit,BIG,2,1,15.0,9.0
9769,Phoenix,Heretics,2,0,,
9770,ENCE,TYLOO,2,0,22.0,
9771,Movistar Riders,Owned,2,1,,
9772,Phoenix,Fierce,2,1,,
9773,forZe,Evil Geniuses,2,1,17.0,20.0
9774,ARCY,Nemiga,2,0,,
9775,G2,Hard Legion,2,0,3.0,
9776,Nordavind,Wisla Krakow,2,0,,
9777,HAVU,Espada,2,0,,
9778,Natus Vincere,Heroic,2,1,2.0,4.0
9779,FURIA,Movistar Riders,2,0,12.0,
9780,G2,BIG,16,12,3.0,9.0
9781,Hard Legion,ex-Virtus.pro,2,0,,
9782,forZe,Virtus.pro,2,1,17.0,5.0
9783,Movistar Riders,ENCE,16,7,,22.0
9784,Hard Legion,Spirit,16,14,,15.0
9785,Heroic,EHOME,2,0,4.0,
9786,FURIA,TYLOO,16,14,12.0,
9787,Redemption POA,Imperial,2,1,,
9788,DELIRAWOWZIK,Agressive,2,0,,
9789,Nexus,Budapest Five,2,1,,
9790,HAVU,SKADE,2,0,,28.0
9791,mousesports,Evil Geniuses,2,0,8.0,20.0
9792,FATE,Juggernauts,2,0,,
9793,mousesports,Virtus.pro,2,1,8.0,5.0
9794,Evil Geniuses,forZe,2,0,20.0,17.0
9795,Owned,Cream,2,1,,
9796,LDLC,Heretics,2,0,,
9797,Vitality,Natus Vincere,2,1,10.0,2.0
9798,Fierce,Vexed,2,1,,
9799,Natus Vincere,Heroic,2,0,2.0,4.0
9800,Vitality,EHOME,2,0,10.0,
9801,Phoenix,Defusekids,2,0,,
9802,Movistar Riders,Sprout,2,1,,
9803,AGO,PACT,2,0,,
9804,Nordavind,SJ,2,0,,
9805,Winstrike,Wisla Krakow,2,0,,
9806,mousesports,G2,2,1,8.0,3.0
9807,forZe,Riot Squad,2,0,17.0,
9808,CSGO-MDL,Divine,3,0,,
9809,paiN,DETONA,2,1,,
9810,Divine,J Money Crew,2,1,,
9811,G2,Virtus.pro,2,1,3.0,5.0
9812,Riot Squad,HAVU,2,1,,
9813,J Money Crew,New England Whalers,2,1,,
9814,mousesports,OG,2,1,8.0,11.0
9815,North,CR4ZY,2,1,,
9816,pro100,Copenhagen Flames,2,1,,
9817,forZe,INTZ,2,1,17.0,
9818,ECLOT,EXORS,2,0,,
9819,KINGZZZ,Equinox,2,0,,
9820,Chetz,Fierce,2,0,,
9821,CSGO-MDL,Divine,2,1,,
9822,J Money Crew,OCG,16,14,,
9823,New England Whalers,call it luck,16,13,,
9824,CR4ZY,GODSENT,2,1,,
9825,Copenhagen Flames,Juggernauts,2,0,,
9826,Fierce,Vexed,2,0,,
9827,pro100,Juggernauts,2,1,,
9828,North,MAD Lions,2,1,,
9829,Chetz,NEDS,2,0,,
9830,Syman,TYLOO,2,0,,
9831,TYLOO,BTRG,2,0,,
9832,mousesports,FURIA,16,5,8.0,12.0
9833,Divine,J Money Crew,2,1,,
9834,Riot Squad,Spirit,2,1,,15.0
9835,OCG,Daryl's make a wish,16,5,,
9836,mousesports,FURIA,16,9,8.0,12.0
9837,CSGO-MDL,call it luck,2,0,,
9838,New England Whalers,RBG,16,4,,
9839,OCG,Third Impact,16,14,,
9840,RBG,Gorilla Gang,16,14,,
9841,OG,FURIA,16,7,11.0,12.0
9842,INTZ,ORDER,2,0,,
9843,New England Whalers,Asuna's Anime Aimers,16,12,,
9844,RBG,Thunder Logic,16,6,,
9845,OG,FURIA,16,14,11.0,12.0
9846,paiN,W7M,2,0,,
9847,CSGO-MDL,Third Impact,2,0,,
9848,Divine,New England Whalers,2,1,,
9849,RBG,Cyberstorm,16,7,,
9850,J Money Crew,Gorilla Gang,2,0,,
9851,Daryl's make a wish,UCF Knights,16,4,,
9852,ORDER,Triumph,2,0,,
9853,OG,MIBR,16,6,11.0,
9854,Riot Squad,Rugratz,2,0,,
9855,UCF Knights,Empire,16,8,,
9856,OG,MIBR,16,7,11.0,
9857,OCG,Big Chillin,16,8,,
9858,Asuna's Anime Aimers,Kinship,16,11,,
9859,Universe,Brute,2,1,,
9860,call it luck,Daryl's make a wish,2,1,,
9861,GODSENT,Illuminar,2,1,,
9862,Third Impact,RBG,2,1,,
9863,Copenhagen Flames,ARCY,2,1,,
9864,Kinship,Arrow,16,11,,
9865,Empire,Bad News Bandits,16,13,,
9866,MIBR,Virtus.pro,16,3,,5.0
9867,Big Chillin,The Home of the Grave,16,11,,
9868,New England Whalers,UCF Knights,2,0,,
9869,HAVU,INTZ,16,9,,
9870,forZe,Spirit,16,14,17.0,15.0
9871,Virtus.pro,MIBR,16,14,5.0,
9872,call it luck,Asuna's Anime Aimers,2,0,,
9873,J Money Crew,OCG,2,1,,
9874,CSGO-MDL,Thunder Logic,2,0,,
9875,Gorilla Gang,Big Chillin,2,1,,
9876,9z,ex-Intic,2,0,,
9877,HAVU,Triumph,16,13,,
9878,Astralis,Liquid,2,0,7.0,14.0
9879,G2,Virtus.pro,16,2,3.0,5.0
9880,Spirit,Riot Squad,16,4,15.0,
9881,Sprout,ALTERNATE aTTaX,2,0,,
9882,Daryl's make a wish,Arrow,2,0,,
9883,North,Movistar Riders,2,0,,
9884,Divine,Bad News Bandits,2,0,,
9885,DETONA,Isurus,2,1,,
9886,Thunder Logic,Empire,2,1,,
9887,G2,Virtus.pro,16,8,3.0,5.0
9888,UCF Knights,Cyberstorm,2,0,,
9889,pro100,Copenhagen Flames,2,1,,
9890,INTZ,ORDER,16,7,,
9891,Asuna's Anime Aimers,The Home of the Grave,2,1,,
9892,forZe,Rugratz,16,4,17.0,
9893,OCG,Kinship,2,0,,
9894,GODSENT,Gambit Youngsters,2,1,,
9895,FaZe,NIP,1,0,29.0,6.0
9896,Wisla Krakow,AGO,2,1,,
9897,ALTERNATE aTTaX,Unicorns of Love,2,0,,
9898,Lynn Vision,ViCi,2,1,,
9899,Liquid,NIP,2,0,14.0,6.0
9900,Juggernauts,ARCY,2,0,,
9901,CLG Red,Besiktas,2,1,,
9902,Movistar Riders,BIG,2,0,,9.0
9903,Sprout,ttc,2,0,,
9904,Lynn Vision,TYLOO,2,1,,
9905,Besiktas,TYLOO fe,2,0,,
9906,Imperial,Reapers,2,0,,
9907,FURIA,MIBR,19,17,12.0,
9908,Gen.G,Just For Fun,2,0,,
9909,FURIA,MIBR,16,9,12.0,
9910,INTZ,Riot Squad,3,2,,
9911,MIBR,mousesports,16,7,,8.0
9912,mousesports,MIBR,16,7,8.0,
9913,Chaos,eUnited,2,0,,
9914,G2,mousesports,16,3,3.0,8.0
9915,G2,mousesports,16,2,3.0,8.0
9916,eUnited,Brazen,16,5,,
9917,OG,G2,16,14,11.0,3.0
9918,paiN,RUFUS,2,0,,
9919,G2,OG,16,9,3.0,11.0
9920,forZe,HAVU,3,0,17.0,
9921,OG,Virtus.pro,19,17,11.0,5.0
9922,Liquid,FaZe,2,1,14.0,29.0
9923,Virtus.pro,OG,19,15,5.0,11.0
9924,MAD Lions,Illuminar,16,4,,
9925,DETONA,RED Canids,2,0,,
9926,CR4ZY,North,16,11,,
9927,ViCi,TYLOO,2,1,,
9928,MAD Lions,Gambit Youngsters,16,7,,
9929,TYLOO fe,Sway,2,0,,
9930,Lynn Vision,R-Stars,2,0,,
9931,North,BIG,19,16,,9.0
9932,Astralis,NIP,2,0,7.0,6.0
9933,Illuminar,GODSENT,16,8,,
9934,CLG Red,Besiktas,2,1,,
9935,R-Stars,Invictus,2,1,,
9936,CR4ZY,Movistar Riders,16,8,,
9937,Lynn Vision,OneThree,2,1,,
9938,TYLOO,Keyd,2,0,,
9939,Gen.G,Holding W,16,8,,
9940,G2,MIBR,16,3,3.0,
9941,Chaos,Finch,19,17,,
9942,Syman,BTRG,2,0,,
9943,Just For Fun,Singularity,16,3,,
9944,MIBR,G2,16,11,,3.0
9945,Redemption POA,Evidence,2,0,,
9946,G2,FURIA,16,11,3.0,12.0
9947,G2,FURIA,16,14,3.0,12.0
9948,Agressive,Rejected,2,0,,
9949,W7M,DETONA,16,8,,
9950,Virtus.pro,FURIA,16,5,5.0,12.0
9951,Isurus,RUFUS,16,9,,
9952,FURIA,Virtus.pro,16,9,12.0,5.0
9953,Virtus.pro,mousesports,16,11,5.0,8.0
9954,DETONA,paiN,16,13,,
9955,Sprout,Giants,2,1,,
9956,mousesports,Virtus.pro,16,6,8.0,5.0
9957,Movistar Riders,OFFSET,2,1,,
9958,LDLC,Vexed,2,1,,
9959,mousesports,OG,16,14,8.0,11.0
9960,Isurus,RED Canids,16,7,,
9961,Project X,SKADE,2,1,,28.0
9962,Astralis,Liquid,2,0,7.0,14.0
9963,mousesports,OG,16,8,8.0,11.0
9964,W7M,paiN,16,5,,
9965,Cream,Brute,2,0,,
9966,Winstrike,PACT,2,0,,
9967,AVEZ,Giants,2,0,,
9968,Heretics,Defusekids,2,0,,
9969,RUFUS,RED Canids,16,12,,
9970,Besiktas,TYLOO fe,2,0,,
9971,NIP,FaZe,2,0,6.0,29.0
9972,CLG Red,Sway,2,0,,
9973,TYLOO,R-Stars,2,0,,
9974,ViCi,Lynn Vision,2,0,,
9975,BTRG,Keyd,2,0,,
9976,Invictus,4Bowie,16,11,,
9977,OneThree,ahq,16,10,,
9978,OCG,Faint,2,1,,
9979,Syman,TYLOO,2,0,,
9980,Riot Squad,Just For Fun,2,0,,
9981,Bushido Boyz,Peeker's Advantage,2,0,,
9982,Agressive,9z,2,0,,
9983,DELIRAWOWZIK,Alma,2,0,,
9984,INTZ,New England Whalers,2,0,,
9985,ARCY,Nemiga,2,0,,
9986,GamerLegion,FATE,2,1,,
9987,Phoenix,TheDice,2,0,,
9988,Fierce,PRINCEADIL,2,1,,
9989,Heroic,BIG,2,0,4.0,9.0
9990,Wisla Krakow,PACT,2,0,,
9991,KPI,Owned,2,0,,
9992,Espada,MAJESTY,2,0,,
9993,ARCY,Unique,16,13,,
9994,SKADE,Nordavind,2,0,28.0,
9995,BIG,Sprout,2,0,9.0,
9996,ViCi,EHOME,28,24,,
9997,SHIFT,SuperOVD,2,0,,
9998,OneThree,4Bowie,16,4,,
9999,TYLOO,L9L,16,2,,
10000,R-Stars,Invictus,16,4,,
10001,DivisionX,Cataclysm,2,0,,
10002,ViCi,L9L,16,6,,
10003,TYLOO,OneThree,16,6,,
10004,Lynn Vision,ahq,16,6,,
10005,DMC,Macau Legend,16,9,,
10006,4Bowie,EHOME,16,13,,
10007,TYLOO,ViCi,16,12,,
10008,R-Stars,ahq,16,4,,
10009,Lynn Vision,Macau Legend,16,3,,
10010,Invictus,DMC,16,8,,
10011,4Bowie,L9L,16,12,,
10012,OneThree,EHOME,16,9,,
10013,R-Stars,Macau Legend,16,7,,
10014,Invictus,ahq,16,8,,
10015,Lynn Vision,DMC,16,3,,
10016,TYLOO,EHOME,16,7,,
10017,L9L,OneThree,16,14,,
10018,ViCi,4Bowie,16,5,,
10019,SuperOVD,Cataclysm,2,0,,
10020,iNTACT,OCG,2,1,,
10021,Lynn Vision,R-Stars,16,10,,
10022,Invictus,Macau Legend,16,9,,
10023,ahq,DMC,16,10,,
10024,ViCi,OneThree,16,12,,
10025,Faint,Rebirth,2,1,,
10026,TYLOO,4Bowie,16,5,,
10027,EHOME,L9L,16,5,,
10028,Peeker's Advantage,Just Swing,2,0,,
10029,New England Whalers,eUnited,19,15,,
10030,R-Stars,DMC,16,11,,
10031,SHIFT,DivisionX,2,0,,
10032,ahq,Macau Legend,16,10,,
10033,Lynn Vision,Invictus,16,5,,
10034,Thunder Logic,Bushido Boyz,2,0,,
10035,DELIRAWOWZIK,Falkol,2,1,,
10036,Just For Fun,Envy,16,14,,
10037,INTZ,Chaos,16,6,,
10038,Rejected,zurditos,2,0,,
10039,New England Whalers,Triumph,16,14,,
10040,Riot Squad,Singularity,16,6,,
10041,eUnited,Vipe's Anime Squad,16,9,,
10042,Chaos,RamaL,19,15,,
10043,Envy,Infinity,16,10,,
10044,Just For Fun,Gen.G,16,14,,
10045,Singularity,Recon 5,16,6,,
10046,ARCY,AGO,34,30,,
10047,INTZ,Rap Gang,16,5,,
10048,Heroic,HellRaisers,16,4,4.0,
10049,Riot Squad,Rugratz,16,3,,
10050,Nemiga,North,16,9,,
10051,BIG,MELBET,16,13,9.0,
10052,Wisla Krakow,Defusekids,2,1,,
10053,Heroic,Winstrike,19,17,4.0,
10054,HellRaisers,Hard Legion,22,20,,
10055,Alma,FURIA Academy,2,1,,
10056,Unique,Cream,16,9,,
10057,Nemiga,GamerLegion,16,11,,
10058,North,Legends,16,6,,
10059,MELBET,KOVA,19,16,,
10060,BIG,Secret,16,12,9.0,
10061,Vexed,Phoenix,2,0,,
10062,Unicorns of Love,PACT,2,1,,
10063,Spirit,GODSENT,2,1,15.0,
10064,Phoenix,ALTERNATE aTTaX,1,0,,
10065,Defusekids,OFFSET,2,1,,
10066,FATE,AGF,2,1,,
10067,LDLC,TheDice,2,1,,
10068,Wisla Krakow,Ambush,2,0,,
10069,Owned,Movistar Riders,2,0,,
10070,KPI,OFFSET,2,0,,
10071,Virtus.pro,GamerLegion,2,0,5.0,
10072,HAVU,SJ,2,0,,
10073,Bren,EHOME,1,0,,
10074,Mazaalai,D13,2,1,,
10075,Thunder Logic,Faint,2,0,,
10076,iNTACT,Just Swing,2,0,,
10077,Bushido Boyz,Rebirth,2,0,,
10078,OCG,Peeker's Advantage,1,0,,
10079,PACT,AGF,2,1,,
10080,Defusekids,PRINCEADIL,2,1,,
10081,GamerLegion,Ambush,2,1,,
10082,Project X,Espada,2,1,,
10083,Virtus.pro,OFFSET,2,1,5.0,
10084,Winstrike,PACT,2,1,,
10085,Unicorns of Love,Phoenix,1,0,,
10086,AGF,Wisla Krakow,2,1,,
10087,Unicorns of Love,Defusekids,2,1,,
10088,Ambush,FATE,2,1,,
10089,Heretics,Fierce,2,0,,
10090,Mazaalai,Alpha Red,22,18,,
10091,SKADE,MAJESTY,2,0,28.0,
10092,EHOME,Az,16,12,,
10093,Sprout,Cream,2,0,,
10094,D13,BL4ZE,16,12,,
10095,Bren,Darkhorse,16,5,,
10096,OFFSET,ALTERNATE aTTaX,1,0,,
10097,Ground Zero,ex-Genuine,3,1,,
10098,Recon 5,Faint,3,0,,
10099,Nexus,ARYO,3,2,,
10100,2K,Execution,2,0,,
10101,PACT,Izako Boars,2,1,,
10102,ARYO,cooL,16,12,,
10103,HAVU,GamerLegion,2,1,,
10104,ARYO,Knock Out,16,10,,
10105,100PG,PORCHA,2,0,,
10106,Brute,ECLOT,2,1,,
10107,Nexus,cooL,2,0,,
10108,Illuminar,AGO,2,1,,
10109,OFFSET,eXploit,2,1,,
10110,mousesports,fnatic,3,0,8.0,30.0
10111,Nemiga,Zorka,2,0,,
10112,Izako Boars,AVEZ,2,1,,
10113,Nordavind,Heretics,2,0,,
10114,Heroic,GamerLegion,2,1,4.0,
10115,Universe,EXORS,2,0,,
10116,Zorka,GODLIKE,2,1,,
10117,R-Stars,Lynn Vision,2,0,,
10118,AGO,ARCY,2,0,,
10119,pro100,HellRaisers,2,0,,
10120,SJ,Unique,2,1,,
10121,BIG,Brute,2,0,9.0,
10122,OneThree,Alpha Red,2,1,,
10123,Recon 5,FaZe,2,1,,29.0
10124,Faint,G2,2,1,,3.0
10125,Wisla Krakow,Defusekids,2,0,,
10126,FATE,Endpoint,2,1,,26.0
10127,fnatic,Heroic,2,1,30.0,4.0
10128,AGO,ENRAGE,2,0,,
10129,Defusekids,OFFSET,2,1,,
10130,Evil Geniuses,100 Thieves,2,0,20.0,
10131,Wisla Krakow,HSL,2,1,,
10132,Yalla,Finest,2,0,,
10133,FaZe,TYLOO,2,1,29.0,
10134,Endpoint,Tenerife Titans,2,0,26.0,
10135,FATE,Sangal,2,0,,
10136,Liquid,North,16,12,14.0,
10137,Natus Vincere,MIBR,2,0,2.0,
10138,ARCY,Sprout,2,0,,
10139,mousesports,ATK,16,9,8.0,
10140,G2,Sharks,16,13,3.0,
10141,Astralis,Renegades,16,8,7.0,
10142,100 Thieves,Heroic,16,8,,4.0
10143,Global,Gaming Hub,2,1,,
10144,Evil Geniuses,fnatic,16,3,20.0,30.0
10145,MIBR,FaZe,16,12,,29.0
10146,Natus Vincere,TYLOO,16,6,2.0,
10147,SYF,unfortunate circumstances ,2,0,,
10148,Ground Zero,PC419,2,0,,
10149,Falkol,UP,2,0,,
10150,RUFUS,Falkol,2,1,,
10151,Big 5,Goliath,1,0,,
10152,Yalla,FIREMIX,2,1,,
10153,ARCY,AGO,2,1,,
10154,ALTERNATE aTTaX,Ambush,2,0,,
10155,AGF,Lyngby Vikings,2,1,,
10156,PACT,Izako Boars,2,0,,
10157,Nordavind,Unicorns of Love,2,0,,
10158,og3od,Finest,2,1,,
10159,Copenhagen Flames,GamerLegion,2,0,,
10160,HAVU,Ancient,2,1,,
10161,BL4ZE,Gaming Hub,2,1,,
10162,Global,Entity,2,0,,
10163,Astralis,Liquid,2,1,7.0,14.0
10164,OFFSET,VodkaJuniors,2,1,,
10165,Illuminar,AGO,2,1,,
10166,Finest,Yalla,2,0,,
10167,gothboiclique,CYBERLIFE,2,0,,
10168,FACEIT Level Tenz,Dirty Peek Petes,16,14,,
10169,forZe,Tricked,2,1,17.0,
10170,og3od,FIREMIX,2,1,,
10171,LSU,UTA,16,7,,
10172,VodkaJuniors,eXploit,2,1,,
10173,Gucci Squad,Bring Me The Horizon,2,0,,
10174,Tricked,CR4ZY,2,0,,
10175,OFFSET,Wild,2,0,,
10176,forZe,GODSENT,2,1,17.0,
10177,Ground Zero,MC,2,1,,
10178,Gaming Hub,Global,2,0,,
10179,BL4ZE,Entity,2,0,,
10180,Liquid,fnatic,2,1,14.0,30.0
10181,Illuminar,Wisla Krakow,2,1,,
10182,Astralis,Evil Geniuses,2,1,7.0,20.0
10183,AGO,ARCY,2,1,,
10184,CR4ZY,SJ,2,0,,
10185,Tenerife Titans,Game Fist,2,0,,
10186,forZe,FURIA,2,1,17.0,12.0
10187,Tenerife Titans,Vanguard,2,0,,
10188,CR4ZY,Heroic,2,1,,4.0
10189,Bren,SponsorUS,2,0,,
10190,Game Fist,Sector One,2,1,,
10191,ikarus,Plan A,2,1,,
10192,SponsorUS,Fallen5,2,0,,
10193,Bren,Station-751,2,0,,
10194,forZe,Marskalk,2,0,17.0,
10195,fnatic,MIBR,2,0,30.0,
10196,Evil Geniuses,NIP,2,1,20.0,6.0
10197,MIBR,Sharks,2,0,,
10198,Giants,Yalla,2,0,,
10199,GODSENT,SJ,16,11,,
10200,ALTERNATE aTTaX,AGF,2,0,,
10201,HellRaisers,Unique,2,1,,
10202,GamerLegion,Ambush,2,1,,
10203,Tricked,FURIA,16,14,,12.0
10204,NIP,AVANGAR,2,0,6.0,
10205,GODSENT,CR4ZY,16,7,,
10206,Tricked,forZe,16,10,,17.0
10207,HAVU,Nordavind,2,1,,
10208,SJ,Heroic,16,13,,4.0
10209,FURIA,Marskalk,16,10,12.0,
10210,Astralis,fnatic,2,0,7.0,30.0
10211,RUFUS,Santos,2,0,,
10212,Liquid,Evil Geniuses,2,0,14.0,20.0
10213,RUFUS,Falkol,2,0,,
10214,Viva Algeria,Ratatatata,2,1,,
10215,Ambush,Lyngby Vikings,2,0,,
10216,fnatic,MIBR,16,9,30.0,
10217,Espada,ex-Windigo,2,1,,
10218,Astralis,Sharks,19,15,7.0,
10219,maquinas,HUKKA,2,0,,
10220,Liquid,NIP,16,4,14.0,6.0
10221,Copenhagen Flames,HAVU,2,1,,
10222,Evil Geniuses,AVANGAR,16,10,20.0,
10223,2115,pro100,2,0,,
10224,BTRG,R-Stars,2,1,,
10225,TYLOO,OneThree,2,0,,
10226,Illuminar,SKADE,2,0,,28.0
10227,OneThree,Lynn Vision,2,0,,
10228,TYLOO,Lucid Dream,2,0,,
10229,TYLOO,R-Stars,2,1,,
10230,W7M,Santos,2,1,,
10231,UP,3xTeam,2,0,,
10232,Falkol,Soberano,2,1,,
10233,Virtus.pro,Wisla Krakow,2,1,5.0,
10234,RUFUS,Alma,2,0,,
10235,Ratatatata,Viboras,2,1,,
10236,Wisla Krakow,Winstrike,2,0,,
10237,North,maquinas,2,0,,
10238,Nemiga,Project X,2,0,,
10239,Big 5,Gamedock,2,0,,
10240,Aristocracy,Copenhagen Flames,2,0,,
10241,ENRAGE,Pompa,2,0,,
10242,Nemiga,NAVI Junior,2,1,,
10243,Copenhagen Flames,SJ,2,0,,
10244,Nordavind,Izako Boars,2,0,,
10245,GamerLegion,Giants,2,1,,
10246,Espada,Dracarys,3,0,,
10247,Aristocracy,SKADE,2,0,,28.0
10248,Nemiga,HellRaisers,2,0,,
10249,OneThree,Invictus,2,0,,
10250,R-Stars,Lynn Vision,2,1,,
10251,Invictus,BTRG,2,0,,
10252,BTRG,ViCi,1,0,,
10253,Faint,Rebirth,2,0,,
10254,W7M,Falkol,2,1,,
10255,iNTACT,OCG,2,0,,
10256,Santos,RUFUS,2,1,,
10257,Ratatatata,Tunisia,2,1,,
10258,Falkol,Alma,2,1,,
10259,Santos,Soberano,2,1,,
10260,Viva Algeria,Viboras,2,1,,
10261,AGO,Virtus.pro,2,0,,5.0
10262,Secret,Nemiga,2,0,,
10263,Nordavind,AGF,2,0,,
10264,Camel Riders,RvN,2,0,,
10265,Heroic,HUKKA,2,0,4.0,
10266,Aristocracy,Wisla Krakow,2,0,,
10267,Nemiga,MAJESTY,2,0,,
10268,SKADE,AGO,2,0,28.0,
10269,R-Stars,EHOME,2,0,,
10270,Lucid Dream,dream[S]cape,2,0,,
10271,TYLOO,EHOME,2,0,,
10272,Project X,NAVI Junior,2,0,,
10273,Unique,Heretics,2,1,,
10274,Genuine,madlikewizards,2,1,,
10275,TYLOO,OneThree,2,0,,
10276,TYLOO,Invictus,2,0,,
10277,MC,Ground Zero,1,0,,
10278,Genuine,MC,2,1,,
10279,madlikewizards,Ground Zero,2,1,,
10280,Recon 5,Faint,2,1,,
10281,Rebirth,ETHEREAL,2,1,,
10282,RUFUS,Falkol,2,0,,
10283,Viboras,Tunisia,2,1,,
10284,Unicorns of Love,Lyngby Vikings,2,1,,
10285,Illuminar,ENRAGE,2,1,,
10286,ALTERNATE aTTaX,Izako Boars,2,0,,
10287,HellRaisers,PACT,2,1,,
10288,Ambush,Defusekids,2,0,,
10289,Viva Algeria,Ratatatata,2,1,,
10290,Aristocracy,forZe,2,0,,17.0
10291,GamerLegion,Copenhagen Flames,2,1,,
10292,Virtus.pro,GODSENT,2,0,5.0,
10293,Sinister5,Goliath,2,0,,
10294,SKADE,Pompa,2,1,28.0,
10295,forZe,Sprout,2,0,17.0,
10296,HAVU,SJ,2,0,,
10297,HellRaisers,2BYL9,2,1,,
10298,Dracarys,EXTREMUM,2,1,,25.0
10299,OneThree,BTRG,2,0,,
10300,Lynn Vision,R-Stars,2,1,,
10301,ahq,Heretics,2,0,,
10302,OCG,Gorilla Gang,2,1,,
10303,ALTERNATE aTTaX,SJ,2,0,,
10304,DETONA,Heretics,3,2,,
10305,SG.pro,Cerberus,2,1,,
10306,Ambush,HAVU,2,1,,
10307,Illuminar,CLEANTmix,2,0,,
10308,Nordavind,pro100,2,1,,
10309,forZe,Gambit Youngsters,2,0,17.0,
10310,Endpoint,Fierce,2,0,26.0,
10311,BIG,Copenhagen Flames,2,0,9.0,
10312,AGO,PACT,2,1,,
10313,Endpoint,Vexed,2,1,26.0,
10314,HellRaisers,Kryvbas,2,0,,
10315,Gambit Youngsters,MELBET,2,0,,
10316,Heretics,Movistar Riders,2,0,,
10317,Izako Boars,2115,2,0,,
10318,mousesports,ENCE,2,0,8.0,22.0
10319,Nemiga,Bring Me The Horizon,2,0,,
10320,Fierce,Wind and Rain,2,1,,
10321,forZe,pro100,2,1,17.0,
10322,DETONA,Movistar Riders,2,1,,
10323,mousesports,TYLOO,2,1,8.0,
10324,HellSide,clear,2,0,,
10325,ENCE,MIBR,2,1,22.0,
10326,Heretics,eXploit,2,0,,
10327,Ambush,FATE,2,0,,
10328,Izako Boars,ex-BLUEJAYS,2,0,,
10329,Movistar Riders,Heretics,2,0,,
10330,Akatsuki,SACRAMENTO,3,0,,
10331,Giants,x6tence,3,0,,
10332,Defusekids,LDLC,2,0,,
10333,MELBET,Nemiga,2,1,,
10334,Winstrike,Unique,2,0,,
10335,GODSENT,ex-Windigo,2,0,,
10336,NAVI Junior,MAJESTY,2,1,,
10337,DETONA,eXploit,2,1,,
10338,PACT,m1x,2,0,,
10339,Giants,MAD Lions,2,0,,
10340,Gambit Youngsters,Syman,2,0,,
